TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-076,Devon/Western,Fund / Project Balances,Current Obligations,"Streetscape - Devon (Sec.5), Kedzie to Sacramento",-993900,11/03/1999,12/31/2023
T-123,Avalon Park/South Shore,2022,Current Obligations,Program administration,-12100,07/31/2002,12/31/2026
T-174,67th/Wentworth,2019,Proposed Transfers,From Englewood Neighborhood (Lighting),800000,05/04/2011,12/31/2035
T-030,Near North,Fund / Project Balances,Current Obligations,TIF Works,-125000,07/30/1997,07/30/2020
T-145,73rd/University,2021,Revenue,Property tax,439200,09/13/2006,12/31/2030
T-036,Read-Dunning,2018,Current Obligations,Program administration,-45700,01/11/1991,12/31/2027
T-074,Clark Street and Ridge Avenue,2018,Revenue,Property tax,2425600,09/29/1999,09/29/2022
T-110,Wilson Yard,2020,Current Obligations,RA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-088,Lawrence/Kedzie,2018,Revenue,Property tax,7323600,02/16/2000,12/31/2024
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-378400,12/11/1996,12/11/2019
T-034,North Branch (South),Fund / Project Balances,Current Obligations,Fleet Mmgt Area improvements,-2022000,02/05/1998,02/05/2021
T-021,Englewood Mall,2023,Revenue,Property tax,906000,11/29/1989,12/31/2025
T-067,Archer Courts,Fund / Project Balances,Fund Balance,Surplus TIF funds,-174700,05/12/1999,12/31/2023
T-131,35th/State,2023,Revenue,Property tax,3224200,01/14/2004,12/31/2028
T-099,Archer/Central,2024,Revenue,Property tax,696100,05/17/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2018,Current Obligations,Underground storage tank removal - 8002 S Stony Island,53100,06/10/1998,12/31/2034
T-134,Devon/Sheridan,2023,Revenue,Property tax,1699800,03/31/2004,12/31/2028
T-070,Clark/Montrose,Fund / Project Balances,Current Obligations,"Streetscape - Clark St, Ainslie to Montrose",-2042700,07/07/1999,07/07/2022
T-130,Edgewater/Ashland,2019,Revenue,Property tax,369500,10/01/2003,12/31/2027
T-142,Western Avenue/Rock Island,Fund / Project Balances,Current Obligations,Streetscape - 99th & Walden Pkwy,-215400,02/08/2006,12/31/2030
T-119,Lakefront,2020,Current Obligations,RA - Lake Park Crescent Rental,-55300,03/27/2002,12/31/2026
T-145,73rd/University,2029,Current Obligations,Program administration,-31000,09/13/2006,12/31/2030
T-095,Midwest,Fund / Project Balances,Current Obligations,Resurfacing - 3000 W Lexington,-92900,05/17/2000,12/31/2036
T-157,Hollywood/Sheridan,2022,Transfers Between TIF Districts,From Lawrence/Broadway (RA - Hollywood House),575800,11/07/2007,12/31/2031
T-123,Avalon Park/South Shore,2018,Current Obligations,Program administration,-9300,07/31/2002,12/31/2026
T-090,Peterson/Cicero,2024,Revenue,Property tax,540100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Jackson & VanBuren, Loomis to Racine",-47000,02/16/2000,12/31/2024
T-021,Englewood Mall,2018,Revenue,Property tax,826200,11/29/1989,12/31/2025
T-141,26th and King Drive,2025,Current Obligations,RA - Mercy Hospital,-835200,01/11/2006,12/31/2030
T-076,Devon/Western,2019,Revenue,Property tax,3244500,11/03/1999,12/31/2023
T-072,24th/Michigan,2020,Proposed Projects,Proposed redevelopment project #1,-4000000,07/21/1999,07/21/2022
T-099,Archer/Central,Fund / Project Balances,Current Obligations,Traffic signal - Archer/Laramie,-22600,05/17/2000,12/31/2024
T-094,Chicago/Kingsbury,2020,Revenue,Property tax,29657300,04/12/2000,12/31/2024
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,Industrial Growth Zone,-1124600,10/03/2001,12/31/2025
T-166,North Pullman,2023,Transfers Between TIF Districts,From Stony Island/Burnside (Gately Park),3000000,06/30/2009,12/31/2033
T-081,Belmont/Central,Fund / Project Balances,Current Obligations,Professional services,-273300,01/12/2000,12/31/2024
T-113,Roseland/Michigan,Fund / Project Balances,Fund Balance,FY'17 year-end balance,1306100,01/16/2002,12/31/2026
T-139,Ravenswood Corridor,2018,Current Obligations,Lighting - 1757 W Belle Plaine,800,03/09/2005,12/31/2029
T-117,47th/Ashland,2019,Current Obligations,Retail Thrive Zone - infrastructure,-400000,03/27/2002,12/31/2026
T-172,Randolph/Wells,2028,Current Obligations,Program administration,-53100,06/09/2010,12/31/2034
T-033,North Branch (North),2021,Proposed Projects,Traffic signals,-1950000,07/02/1997,12/31/2021
T-073,111th Street/Kedzie Avenue Business District,2022,Proposed Projects,Streetscape project,-1210000,09/29/1999,09/29/2022
T-081,Belmont/Central,Fund / Project Balances,Current Obligations,"Streetscape - Belmont, Long to Mango; Central, Melrose to Barry",-1107000,01/12/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Fire Station repairs - Engine Co. 108,-38900,09/09/1998,09/09/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Signage for Stockyards Area Truck Route,-88700,01/14/1997,12/31/2021
T-163,Archer/Western,2018,Current Obligations,"Sidewalk/ADA/crub/gutter - 32nd St, Ashland to Alley West",12600,02/11/2009,12/31/2033
T-167,Avondale,2032,Current Obligations,Program administration,-14200,07/29/2009,12/31/2033
T-150,Addison South,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,05/09/2007,12/31/2031
T-140,79th/Cicero,2023,Current Obligations,Program administration,-15900,06/08/2005,12/31/2029
T-117,47th/Ashland,Fund / Project Balances,Fund Balance,Reserved for debt service,-1678800,03/27/2002,12/31/2026
T-126,Madden/Wells,2018,Revenue,Property tax,1454400,11/06/2002,12/31/2026
T-082,Belmont/Cicero,2018,Current Obligations,Fire station repairs - Engine Co. 7 - floor,-200000,01/12/2000,12/31/2024
T-118,47th/King Drive,2020,Revenue,Property tax,8449700,03/27/2002,12/31/2026
T-095,Midwest,2020,Proposed Projects,Proposed park project,-1575000,05/17/2000,12/31/2036
T-142,Western Avenue/Rock Island,2024,Revenue,Property tax,1760700,02/08/2006,12/31/2030
T-180,Red Purple Transit,2052,Current Obligations,Program administration,-3152600,11/20/2016,12/31/2052
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,TIF Works,-125000,03/10/1999,12/31/2023
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,CPS IGA - Earle,-114600,03/29/2006,12/31/2030
T-101,Jefferson/Roosevelt,2018,Current Obligations,"New traffic conversion - Clinton, Roosevelt to Taylor",118400,08/30/2000,12/31/2024
T-175,51st/Lake Park,2035,Current Obligations,Program administration,-75100,11/15/2012,12/31/2036
T-147,LaSalle Central,2027,Revenue,Property tax,80010300,11/15/2006,12/31/2030
T-175,51st/Lake Park,2029,Current Obligations,Program administration,-69900,11/15/2012,12/31/2036
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,"Viaduct - Wacker, Randolph to Monroe",-36300,11/15/2006,12/31/2030
T-163,Archer/Western,2019,Current Obligations,Program administration,-4700,02/11/2009,12/31/2033
T-109,Lawrence/Broadway,2024,Current Obligations,RA - Uptown Broadway Building,-48000,06/27/2001,12/31/2025
T-149,Stevenson/Brighton,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-152300,04/11/2007,12/31/2031
T-076,Devon/Western,Fund / Project Balances,Current Obligations,"Street improvements - Devon, Clark to Ravenswood",-9300,11/03/1999,12/31/2023
T-093,South Chicago,2018,Current Obligations,Program administration,-15200,04/12/2000,12/31/2024
T-117,47th/Ashland,2019,Current Obligations,MSAC DS - Back of the Yards HS,-1833300,03/27/2002,12/31/2026
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing - 61st, Racine to May",-500,06/27/2001,12/31/2025
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,RA - A Finkl & Sons Co,-968900,06/10/1998,12/31/2034
T-124,67th/Cicero,2024,Current Obligations,Program administration,-10600,10/02/2002,12/31/2026
T-034,North Branch (South),Fund / Project Balances,Current Obligations,Bridge rehab - Cherry Av,-203600,02/05/1998,02/05/2021
T-140,79th/Cicero,2025,Current Obligations,RA - Scottsdale Shopping Center Note 1A,-520600,06/08/2005,12/31/2029
T-084,Western Avenue North,2020,Current Obligations,RA - 4800 Damen LLC,-242300,01/12/2000,12/31/2024
T-115,Chicago/Central Park,2022,Revenue,Property tax,7431700,02/27/2002,12/31/2026
T-106,Englewood Neighborhood,2018,Current Obligations,"Sidewalk/curb/gutter/driveway - Yale, 64th to 63rd",79200,06/27/2001,12/31/2025
T-145,73rd/University,2018,Current Obligations,Program administration,-7900,09/13/2006,12/31/2030
T-104,River West,2018,Current Obligations,Utility relocation - Jefferson St,58300,01/10/2001,12/31/2025
T-110,Wilson Yard,2020,Revenue,Tax rate increase surplus revenue,-748800,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,RA - 4400 N Broadway,-4982400,06/27/2001,12/31/2025
T-169,Ewing Avenue,2030,Current Obligations,Program administration,-24800,03/10/2010,12/31/2034
T-121,47th/Halsted,2025,Revenue,Property tax,4127200,05/29/2002,12/31/2026
T-146,Touhy/Western,2019,Current Obligations,Program administration,-9200,09/13/2006,12/31/2030
T-086,Central West,2018,Current Obligations,Professional services - survey/legal,30000,02/16/2000,12/31/2024
T-079,35th and Wallace,2020,Proposed Projects,Lighting - Smart infrastructure,-400000,12/15/1999,12/31/2023
T-175,51st/Lake Park,2023,Current Obligations,RA - City Hyde Park,-1109000,11/15/2012,12/31/2036
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,"Resurfacing - Fillmore, Albany to Troy",-313100,02/05/1998,02/05/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,Professional services,-51500,10/07/1998,12/31/2022
T-086,Central West,2023,Revenue,Property tax,25168600,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Sidewalks - Stony Island, 90th to 91st; 99th, Cottage Grove to Ellis",-193600,06/10/1998,12/31/2034
T-106,Englewood Neighborhood,2018,Current Obligations,Property management costs,4500,06/27/2001,12/31/2025
T-129,Diversey/Narragansett,2027,Current Obligations,Program administration,-146700,02/05/2003,12/31/2027
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,TIF Works,-114500,12/11/1996,12/11/2019
T-111,105th/Vincennes,2018,Transfers Between TIF Districts,From 119th/I-57 (RA - Renaissance Beverly Ridge),706800,10/03/2001,12/31/2025
T-094,Chicago/Kingsbury,Fund / Project Balances,Current Obligations,North Branch Industrial Corridor Planning Study,-27700,04/12/2000,12/31/2024
T-115,Chicago/Central Park,2018,Current Obligations,Retail Thrive Zone - program admin,-20000,02/27/2002,12/31/2026
T-146,Touhy/Western,2028,Current Obligations,Program administration,-36800,09/13/2006,12/31/2030
T-076,Devon/Western,2018,Current Obligations,"Street improvements - Devon, Clark to Ravenswood",9300,11/03/1999,12/31/2023
T-023,Goose Island,Fund / Project Balances,Current Obligations,RA - Guardian Equipment,-94500,07/10/1996,07/10/2019
T-112,79th Street/Southwest Highway,2020,Current Obligations,Program administration,-27900,10/03/2001,12/31/2025
T-125,119th/I-57,2018,Current Obligations,RA - Renaissance Estates PayGo,-742500,11/06/2002,12/31/2026
T-174,67th/Wentworth,Fund / Project Balances,Fund Balance,FY'17 year-end balance,624700,05/04/2011,12/31/2035
T-076,Devon/Western,Fund / Project Balances,Current Obligations,"Streetscape - Devon (Sec.1), Sacramento to California",-211300,11/03/1999,12/31/2023
T-149,Stevenson/Brighton,2030,Current Obligations,Program administration,-245100,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2027,Revenue,Property tax,4683400,04/11/2007,12/31/2031
T-121,47th/Halsted,2021,Revenue,Property tax,3747800,05/29/2002,12/31/2026
T-115,Chicago/Central Park,2023,Transfers Between TIF Districts,From Midwest (MSAC DS - Raby Horticultural),1667000,02/27/2002,12/31/2026
T-108,Humboldt Park Commercial,2022,Revenue,Property tax,4382900,06/27/2001,12/31/2025
T-092,Greater Southwest Industrial Corridor (West),2023,Revenue,Tax rate increase surplus revenue,-29300,04/12/2000,12/31/2024
T-082,Belmont/Cicero,2018,Current Obligations,Traffic signal - Belmont/Lamon,42000,01/12/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2018,Current Obligations,"Street improvements - Grand, Fullerton to DesPlaines",-240000,06/10/1998,12/31/2022
T-146,Touhy/Western,2023,Revenue,Property tax,533400,09/13/2006,12/31/2030
T-076,Devon/Western,2020,Transfers Between TIF Districts,To Touhy/Western (MSAC DS - West Ridge Elementary),-2269800,11/03/1999,12/31/2023
T-028,Lincoln-Belmont-Ashland,Fund / Project Balances,Fund Balance,FY'17 year-end balance,918900,11/02/1994,12/31/2018
T-175,51st/Lake Park,2020,Current Obligations,RA - City Hyde Park,-1046000,11/15/2012,12/31/2036
T-180,Red Purple Transit,2034,Revenue,Property tax,50975100,11/20/2016,12/31/2052
T-076,Devon/Western,Fund / Project Balances,Current Obligations,"Streetscape - Devon (Sec.4), Western to Leavitt",-40000,11/03/1999,12/31/2023
T-061,Bronzeville,2021,Revenue,Property tax,4267900,11/04/1998,12/31/2022
T-125,119th/I-57,2018,Transfers Between TIF Districts,To Western/Rock Island (Blackwelder Park),-331100,11/06/2002,12/31/2026
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing/sidewalk/curb/gutter - 800-900 N Kilbourn,-200,12/02/1998,12/31/2022
T-140,79th/Cicero,Fund / Project Balances,Current Obligations,Professional services,-3600,06/08/2005,12/31/2029
T-081,Belmont/Central,2020,Transfers Between TIF Districts,To Galewood/Armitage (MSAC DS - Prieto Elementary),-4426800,01/12/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2018,Current Obligations,Resurface/sidewalk - CVCA - 8500-8700 S Chappel Av,-520000,06/10/1998,12/31/2034
T-037,River South,2018,Current Obligations,Protected bike lanes,98000,07/30/1997,12/31/2021
T-176,107th/Halsted,2020,Proposed Projects,Proposed redevelopment project #1,-536200,03/05/2014,12/31/2038
T-102,Montclare,2022,Current Obligations,Program administration,-8700,08/30/2000,12/31/2024
T-161,Ogden/Pulaski,2018,Current Obligations,"Alley reconstruction - 13th St, Karlov, Kevdale, 14th St",-219000,04/09/2008,12/31/2032
T-070,Clark/Montrose,2019,Current Obligations,Program administration,-58400,07/07/1999,07/07/2022
T-156,Austin Commercial,2021,Current Obligations,Program administration,-22500,09/27/2007,12/31/2031
T-125,119th/I-57,Fund / Project Balances,Fund Balance,FY'17 year-end balance,8425200,11/06/2002,12/31/2026
T-081,Belmont/Central,2022,Revenue,Property tax,6223100,01/12/2000,12/31/2024
T-178,Washington Park,2021,Revenue,Tax rate increase surplus revenue,-78900,10/08/2014,12/31/2038
T-056,79th Street Corridor,2018,Revenue,Property tax,931000,07/08/1998,07/08/2021
T-061,Bronzeville,Fund / Project Balances,Current Obligations,Professional services - Michael Reese Development RFP,-500,11/04/1998,12/31/2022
T-064,Northwest Industrial Corridor,2018,Current Obligations,Pedestrian countdown signals - Lake/Hamilin,16400,12/02/1998,12/31/2022
T-037,River South,Fund / Project Balances,Current Obligations,"Resurfacing - 16th, Clark to Wabash",-22000,07/30/1997,12/31/2021
T-086,Central West,2022,Revenue,Tax rate increase surplus revenue,-1996700,02/16/2000,12/31/2024
T-118,47th/King Drive,2018,Transfers Between TIF Districts,To Bronzeville (Dog Park - 39th & Indiana),-600000,03/27/2002,12/31/2026
T-144,Harrison/Central,2023,Current Obligations,Program administration,-11500,07/26/2006,12/31/2030
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,Sidewalks - CHA Wentworth Gardens,-11700,12/15/1999,12/31/2023
T-147,LaSalle Central,2024,Revenue,Property tax,73487500,11/15/2006,12/31/2030
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,Property management costs,-2200,12/13/2000,12/31/2024
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 1B rental interest subsidy,-50600,11/06/2002,12/31/2026
T-064,Northwest Industrial Corridor,2019,Current Obligations,Park District IGA - Augusta Park,-145000,12/02/1998,12/31/2022
T-166,North Pullman,2030,Current Obligations,RA - Whole Foods Distribution,-539800,06/30/2009,12/31/2033
T-069,Pulaski Corridor,2018,Current Obligations,Street improvements,85800,06/09/1999,12/31/2023
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,ADA ramps - multiple locations,-206500,10/07/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Bridge repairs - Western Av bridge,-480800,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Sidewalks - Cermak Rd, Halsted to Ford",-30000,06/10/1998,12/31/2022
T-165,Irving Park/Elston,2019,Current Obligations,Program administration,-2700,05/13/2009,12/31/2033
T-167,Avondale,2019,Current Obligations,Program administration,-3800,07/29/2009,12/31/2033
T-077,Lincoln Avenue,2023,Revenue,Property tax,4055200,11/03/1999,12/31/2023
T-104,River West,Fund / Project Balances,Current Obligations,North Branch Transportation Study,-22800,01/10/2001,12/31/2025
T-133,83rd/Stewart,2018,Current Obligations,Program administration,-20300,03/31/2004,12/31/2028
T-136,47th/State,2027,Current Obligations,Program administration,-98600,07/21/2004,12/31/2028
T-125,119th/I-57,2022,Revenue,Property tax,4852500,11/06/2002,12/31/2026
T-037,River South,Fund / Project Balances,Current Obligations,Protected bike lanes,-198000,07/30/1997,12/31/2021
T-121,47th/Halsted,Fund / Project Balances,Current Obligations,"Sidewalks - Halsted, 54th St to 54th Pl (east side)",-5000,05/29/2002,12/31/2026
T-108,Humboldt Park Commercial,2022,Current Obligations,Program administration,-72400,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,2018,Current Obligations,"Alley resurfacing - Sangamon, Peoria, 63rd & 64th",10900,06/27/2001,12/31/2025
T-063,Canal/Congress,2018,Transfers Between TIF Districts,From LaSalle Central (Viaduct improvements),7300000,11/12/1998,12/31/2022
T-102,Montclare,2022,Current Obligations,RA - Montclare Sr - Belden Ph1,-66800,08/30/2000,12/31/2024
T-042,Sanitary Drainage and Ship Canal,2026,Current Obligations,Program administration,-35700,07/24/1991,12/31/2027
T-030,Near North,2019,Current Obligations,Bridge - Division St - constr,-7970000,07/30/1997,07/30/2020
T-128,Commercial Avenue,2018,Revenue,Property tax,1343200,11/13/2002,12/31/2026
T-055,43rd/Cottage Grove,2019,Current Obligations,RA - 45th & Cottage Housing Project,-4800000,07/08/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Street resurfacing - 2200 S Ford Av,-465000,06/10/1998,12/31/2022
T-101,Jefferson/Roosevelt,2018,Current Obligations,Lighting improvements - Ward 2,68500,08/30/2000,12/31/2024
T-100,Ohio/Wabash,2022,Current Obligations,RA - Medinah Temple,-1895900,06/07/2000,12/31/2024
T-075,Madison/Austin Corridor,2018,Current Obligations,MSAC DS - Austin HS & DePriest Elementary - other TIF(s),-18890000,09/29/1999,12/31/2023
T-166,North Pullman,2024,Current Obligations,Program administration,-42500,06/30/2009,12/31/2033
T-048,Western/Ogden,2018,Current Obligations,Facility Rehab - 2350 W Ogden,800,02/05/1998,02/05/2021
T-164,Little Village East,2030,Current Obligations,Program administration,-8000,04/22/2009,12/31/2033
T-071,Galewood/Armitage Industrial,2021,Revenue,Property tax,2607900,07/07/1999,12/31/2023
T-092,Greater Southwest Industrial Corridor (West),2021,Current Obligations,Program administration,-10100,04/12/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-12200,02/16/2000,12/31/2024
T-112,79th Street/Southwest Highway,2025,Current Obligations,Program administration,-54100,10/03/2001,12/31/2025
T-133,83rd/Stewart,2026,Revenue,Property tax,1385000,03/31/2004,12/31/2028
T-034,North Branch (South),Fund / Project Balances,Current Obligations,North Branch Industrial Corridor Planning Study,-52100,02/05/1998,02/05/2021
T-097,51st/Archer,2023,Current Obligations,MSAC DS - Hernandez MS - other TIF(s),-469300,05/17/2000,12/31/2024
T-121,47th/Halsted,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,05/29/2002,12/31/2026
T-160,Kennedy/Kimball,2021,Current Obligations,Program administration,-9300,03/12/2008,12/31/2032
T-121,47th/Halsted,2020,Transfers Between TIF Districts,To 47th/Ashland (MSAC DS - Back of the Yards HS),-2685000,05/29/2002,12/31/2026
T-147,LaSalle Central,2018,Current Obligations,Local Industrial Retention Initiative,-1400,11/15/2006,12/31/2030
T-135,Pratt/Ridge Industrial Park Conservation Area,2021,Current Obligations,Program administration,-10500,06/23/2004,12/31/2028
T-121,47th/Halsted,2021,Revenue,Tax rate increase surplus revenue,-344000,05/29/2002,12/31/2026
T-110,Wilson Yard,2023,Revenue,Tax rate increase surplus revenue,-748800,06/27/2001,12/31/2025
T-094,Chicago/Kingsbury,Fund / Project Balances,Current Obligations,Bridge work - Chicago Av / Chicago River N Branch,-964900,04/12/2000,12/31/2024
T-153,Elston/Armstrong Industrial Corridor,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-56000,07/19/2007,12/31/2031
T-165,Irving Park/Elston,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-1400,05/13/2009,12/31/2033
T-115,Chicago/Central Park,2020,Proposed Projects,Lighting - Smart infrastructure,-1293900,02/27/2002,12/31/2026
T-069,Pulaski Corridor,2019,Proposed Projects,Park District IGA - Kosciuszko Park,-1850000,06/09/1999,12/31/2023
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,TIF Works,-900,06/27/2001,12/31/2025
T-145,73rd/University,2024,Revenue,Property tax,482800,09/13/2006,12/31/2030
T-172,Randolph/Wells,2021,Current Obligations,Program administration,-10500,06/09/2010,12/31/2034
T-123,Avalon Park/South Shore,2024,Revenue,Property tax,605800,07/31/2002,12/31/2026
T-001,35th/Halsted,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-1430200,01/14/1997,12/31/2021
T-068,Roosevelt/Union,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,05/12/1999,05/12/2022
T-150,Addison South,2027,Revenue,Property tax,5139700,05/09/2007,12/31/2031
T-033,North Branch (North),Fund / Project Balances,Current Obligations,Bridge repairs - Webster,-41500,07/02/1997,12/31/2021
T-070,Clark/Montrose,2019,Current Obligations,Park District IGA - Chase Park - turf field,-2500000,07/07/1999,07/07/2022
T-154,Pershing/King,2025,Current Obligations,Program administration,-4800,09/05/2007,12/31/2031
T-166,North Pullman,2026,Transfers Between TIF Districts,From Roseland/Michigan (RA - Whole Foods Distribution),1014000,06/30/2009,12/31/2033
T-169,Ewing Avenue,2029,Current Obligations,Program administration,-24600,03/10/2010,12/31/2034
T-062,Roosevelt/Racine,Fund / Project Balances,Current Obligations,Divvy station installation,-192200,11/04/1998,12/31/2034
T-167,Avondale,2020,Current Obligations,Program administration,-3900,07/29/2009,12/31/2033
T-118,47th/King Drive,2018,Current Obligations,Acquisition costs,-816100,03/27/2002,12/31/2026
T-074,Clark Street and Ridge Avenue,2018,Current Obligations,Small Business Improvement Fund,-500000,09/29/1999,09/29/2022
T-075,Madison/Austin Corridor,2020,Proposed Projects,Proposed redevelopment project #1,-1000000,09/29/1999,12/31/2023
T-052,Kinzie Industrial Corridor,2018,Current Obligations,Lighting/street improvements - various locations,-84000,06/10/1998,12/31/2022
T-077,Lincoln Avenue,2019,Current Obligations,Small Business Improvement Fund,-500000,11/03/1999,12/31/2023
T-048,Western/Ogden,Fund / Project Balances,Current Obligations,"Street improvements - Damen, 14th St to 18th",-39000,02/05/1998,02/05/2021
T-104,River West,2020,Current Obligations,RA - WaterSaver Faucet,-156000,01/10/2001,12/31/2025
T-117,47th/Ashland,2018,Current Obligations,MSAC DS - Back of the Yards HS,-1708000,03/27/2002,12/31/2026
T-146,Touhy/Western,2025,Current Obligations,MSAC DS - West Ridge ES - TIF share,-817400,09/13/2006,12/31/2030
T-115,Chicago/Central Park,Fund / Project Balances,Current Obligations,MSAC program costs,-6600,02/27/2002,12/31/2026
T-101,Jefferson/Roosevelt,2022,Current Obligations,Program administration,-137100,08/30/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,RA - Centerpoint (Beltone),-60400,02/16/2000,12/31/2024
T-156,Austin Commercial,2018,Current Obligations,Retail Thrive Zone - infrastructure,-186100,09/27/2007,12/31/2031
T-093,South Chicago,Fund / Project Balances,Current Obligations,TIF Works,-181400,04/12/2000,12/31/2024
T-037,River South,2019,Current Obligations,CTA IGA - Blue Line - tunnel improvements,-1250000,07/30/1997,12/31/2021
T-089,Midway Industrial Corridor,2021,Proposed Projects,Lighting - Smart infrastructure,-400000,02/16/2000,12/31/2024
T-117,47th/Ashland,2019,Revenue,Property tax,3042100,03/27/2002,12/31/2026
T-172,Randolph/Wells,2033,Revenue,Property tax,1284100,06/09/2010,12/31/2034
T-149,Stevenson/Brighton,2023,Current Obligations,CPS IGA - Brighton Pk II,-2125000,04/11/2007,12/31/2031
T-111,105th/Vincennes,2019,Revenue,Property tax,1474800,10/03/2001,12/31/2025
T-152,Little Village Industrial Corridor,2030,Revenue,Property tax,478000,06/13/2007,12/31/2031
T-116,Lawrence/Pulaski,2026,Current Obligations,Program administration,-83900,02/27/2002,12/31/2026
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Racine, 74th to 80th",-14300,07/08/1998,07/08/2021
T-115,Chicago/Central Park,2018,Current Obligations,"Arterial resurfacing - Central Park, Lake to Franklin",181800,02/27/2002,12/31/2026
T-093,South Chicago,2022,Revenue,Property tax,1630300,04/12/2000,12/31/2024
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,Green alley - Grenshaw/ Roosevelt/ Keeler/ Kildare,-98500,04/09/2008,12/31/2032
T-112,79th Street/Southwest Highway,2024,Current Obligations,Program administration,-50200,10/03/2001,12/31/2025
T-173,Montrose/Clarendon,2031,Revenue,Property tax,301900,06/30/2010,12/31/2034
T-131,35th/State,2026,Revenue,Tax rate increase surplus revenue,-260000,01/14/2004,12/31/2028
T-090,Peterson/Cicero,2018,Current Obligations,Sauganash Gateway identifier,-100,02/16/2000,12/31/2024
T-105,53rd Street,2023,Current Obligations,RA - CJUF III Harper Court LLC,-2481300,01/10/2001,12/31/2025
T-048,Western/Ogden,2018,Current Obligations,Sidewalks - 2100 S Farifield,800,02/05/1998,02/05/2021
T-178,Washington Park,2032,Revenue,Property tax,1730100,10/08/2014,12/31/2038
T-033,North Branch (North),Fund / Project Balances,Fund Balance,FY'17 year-end balance,15980600,07/02/1997,12/31/2021
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Protected bike lanes,-30000,05/12/1999,12/31/2023
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,MSAC program costs,-100,12/02/1998,12/31/2022
T-140,79th/Cicero,2018,Revenue,Property tax,586000,06/08/2005,12/31/2029
T-060,71st/Stony Island,2018,Current Obligations,"Resurfacing - E 76th, 1600-1700, 1825 to 2000",165700,10/07/1998,12/31/2022
T-114,119th and Halsted,2019,Current Obligations,Retail Thrive Zone - economic development,-200000,02/06/2002,12/31/2026
T-067,Archer Courts,2020,Current Obligations,Program administration,-9900,05/12/1999,12/31/2023
T-038,Roosevelt/Cicero,2020,Transfers Between TIF Districts,To Harrison/Central (RA - Loretto Hospital),-144800,02/05/1998,02/05/2021
T-071,Galewood/Armitage Industrial,2022,Current Obligations,MSAC DS - Prieto ES - TIF share,-48200,07/07/1999,12/31/2023
T-095,Midwest,2020,Current Obligations,RA - Mt Sinai Hospital,-1750000,05/17/2000,12/31/2036
T-131,35th/State,2018,Current Obligations,Professional services,13500,01/14/2004,12/31/2028
