TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Divvy station installation,-48100,12/11/1996,12/11/2019
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Diagonal parking - 27th St, Green to Peoria",-1000,06/10/1998,12/31/2022
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,MSAC program costs,-2100,02/16/2000,12/31/2024
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Environmental assessment/remediation,-7700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-32000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Lee Animal Care & Control repairs,-1711500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Lighting - Bross, Western to Hoyne",-13500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Park District IGA - Dvorak Park,-654700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-2600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Bridge repairs - Loomis St bridge,-1700000,06/10/1998,12/31/2022
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,"Resurfacing - Kimball, Carmen to Foster",-49100,02/16/2000,12/31/2024
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Park District IGA - John Wilson Park,-206600,01/14/1997,12/31/2021
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Traffic signal - Foster at Kimball and Kedzie,-172900,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Traffic signal - Ainslie/Kedzie,-2100,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Streetscape - Foster,-247200,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,"Streetscape - Bryn Mawr, Kedzie to Bernard",-343500,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-252400,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Bus Pad at Kimball/Bryn Mawr,-2800,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,"Resurfacing - Leland, Ainslie, Spaulding",-14900,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Lighting,-4600,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Program administration,-9100,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Professional services,-77100,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Pedestrian refuge island - Kedzie & Catalpa,-3200,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Park District IGA - Ronan Park expansion,-1000,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Ornamental lighting - Lawrence Av,-51800,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-252500,02/16/2000,12/31/2024
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Protected Bikeways Program,-67000,06/10/1998,12/31/2022
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,"Resurfacing - Springfield, Lawrence to Ainslie",-6800,02/16/2000,12/31/2024
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,CTA IGA - Red Line - Bryn Mawr station improvements,-2900000,12/11/1996,12/11/2019
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Professional services,-150600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Blue Island, Wolcott to Western",-1606900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Streetscape - Canal & 22nd St triangle,-11700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Cermak, Halsted to Ashland; Blue Island, Ashland to Wolcott",-293400,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-199900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Traffic signal - Blue Island/Wolcott,-61700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Street vacation survey work - 23rd/Lumber,-35000,06/10/1998,12/31/2022
T-085,Western Avenue South,Fund / Project Balances,Current Obligations,Pedestrian countdown signals - Addison/Western,-5700,01/12/2000,12/31/2024
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Street reconstruction - Stewart Av, Archer to dead-end (N)",-15300,06/10/1998,12/31/2022
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Street, alley construction",-100,10/07/1998,10/07/2021
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Cost of issuance,-16000,12/11/1996,12/11/2019
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,ADA ramps - multiple locations,-87500,12/11/1996,12/11/2019
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,48th Ward Retail Corridor Study,-6800,12/11/1996,12/11/2019
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,DSS Ward Yard improvements,-27700,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Environmental remediation,-6200,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Industrial street improvements - 37th & Racine,-5400,01/14/1997,12/31/2021
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Traffic Signal - Leavitt & Blue Island,-157500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing/lighting/sidewalks - multiple locations,-660200,06/10/1998,12/31/2022
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Environmental remediation - Bromann Park,-66900,12/11/1996,12/11/2019
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Protected bile lanes - Dan Ryan to Clark,-132000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Public building repairs - 2259 S Damen,-1000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,RA - Target - 33rd/Damen,-459200,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - 21st & Loomis,-199000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing - 28th, Western to Leavitt",-1400,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Blue Island, 19th to 21st",-82600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing/curb/gutter/sidewalks/diagonal parking - 19th, Sangamon to Peoria",-24600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Protected bike lanes,-271000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo - feasibility study,-274300,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo - Phase I - acquisition/construction,-1100000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Sidewalk/curb/gutter - May, 21st to Cermak",-37000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sidewalks - 2540-2600 S Ashland,-41400,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Sidewalks - Cermak Rd, Halsted to Ford",-30000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-767100,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Street improvements - 25th & Damen,-52300,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing - Fuller, Eleanor to Grady",-32100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CTA IGA - Green Line - Morgan Station - construction,-200,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Alley reconstruction - Fulton Market, Lake, Green, Peoria",-39700,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Alley reconstruction - Ward 27 Ph.1,-12600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - California, Madison to Fulton",-100800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Fulton, Sacramento to California",-15600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Sacramento, Chicago to Carrol; Racine, Lake to Randolph",-6100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Bloomingdale Trail - rail spur and relocation costs,-26500,06/10/1998,12/31/2022
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Curb bumpout - 34th Pl / Racine,-21300,01/14/1997,12/31/2021
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CPS IGA - Cather,-115500,06/10/1998,12/31/2022
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Building rehab - Pershing Tower,-28800,01/14/1997,12/31/2021
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Diagonal parking,-74700,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Environmental assessment/remediation,-3100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Fulton Public Market feasibility study,-100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Green Alley Program - 27th Ward,-38800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Industrial street improvements,-34700,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Infra - Street - Resurfacing - Maypole, Campbell to Talman",-9800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Chicago Farmworks Ph II,-76800,06/10/1998,12/31/2022
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,"Street improvements - Kolmar, 52nd to 53rd",-55900,02/16/2000,12/31/2024
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Utility relocation - 5556 N Sheridan,-84000,12/11/1996,12/11/2019
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,TIF Works,-114500,12/11/1996,12/11/2019
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-502300,12/11/1996,12/11/2019
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Signage - Bryn Mawr Historic District,-36900,12/11/1996,12/11/2019
T-050,West Pullman Industrial Park Conservation Area,Fund / Project Balances,Current Obligations,Environmental remediation,1900,03/11/1998,03/11/2021
T-050,West Pullman Industrial Park Conservation Area,Fund / Project Balances,Current Obligations,"Street reconstruction- Loomis, 120th - 122nd",16500,03/11/1998,03/11/2021
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Alley construction - 3045-50 W Franklin,-90600,06/10/1998,12/31/2022
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-181000,02/16/2000,12/31/2024
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Building repairs - Pershing Warehouse,-7442600,01/14/1997,12/31/2021
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-280500,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - Kilbourn,-23700,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - 5200 S Kolmar,-11100,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Program administration,-9100,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Professional services,-19900,02/16/2000,12/31/2024
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"Arterial resurfacing - 35th, Ashland to Racine",-103900,01/14/1997,12/31/2021
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Lighting - Grand, Central Pk to Western",-202500,06/10/1998,12/31/2022
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Traffic signal - left turn arrow - 47th & Knox,-3900,02/16/2000,12/31/2024
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Western, Lake to Monroe",-30600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Infrastructure,-49500,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Street improvements - Ward 27,-98900,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Street improvements, Kinzie, Ogden to DesPlaines",-90100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Street reconstruction - Grand - Pulaski to Chicago,-819200,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Street reconstruction - Lake, Damen to Ashland",-11888400,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Street vacation survey work - Lake/Albany,-10000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Street improvements - Kinzie, Carpenter, Peoria, Green",-2104400,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Fulton Market, Morgan to Ogden",-5141000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Street improvements - Artesian, Hubbard south dead end",-106200,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-2142800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Traffic signal - Halsted / Fulton Market,-142900,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Vaulted sidewalks - 1052 Fulton Market,-20600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Vaulted sidewalks - 406 N Sangamon,-6000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Vaulted sidewalks - 901 W Randolph, 800 W Fulton",-4200,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Westside resurfacing program,-154300,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Streetscape - Fulton Market, Halsted to Morgan",-12029700,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - 27th Ward,-12900,06/10/1998,12/31/2022
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,CTA Argyle station improvements,-87700,12/11/1996,12/11/2019
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Parking Improvement Plan,-11900,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-24800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Professional services,-125500,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Property management costs,-700,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RA - Chicago Greenworks LLC,-13400,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Street improvements - Kinzie, Ogden to Carpenter; Racine, Carroll to Hubbard",-410800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - 14 locations,-100900,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Infrastructure - 445 N Sacramento,-45000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - 3200 W Huron,-18100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing - Fulton, Racine to Ogden",-148800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing - Peoria, Lake to Fulton",-25000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - Ward 27,-174000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing/sidewalk/curb/gutter - Hubbard, Morgan to Carpenter",-5500,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"Sidewalk - Ada St, Lake to Fulton",-32300,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-2381600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RA - Peppercorn 240 LLC Note B,-60800,06/10/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-2700,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,RA - Horner Homes Ph. IIA2,-155500,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,RA - 950 W Monroe LLC,-179100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Program administration,-9100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Professional services,-146300,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-12200,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Police Academy repairs,-1519600,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,TIF Works,-24700,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Park District IGA - West Haven Park,-1423900,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Remediation - Skinner Park dog area,-2400,02/16/2000,12/31/2024
T-058,Portage Park,Fund / Project Balances,Current Obligations,"Lighting, resurfacing - Addison, Cicero to Milwaukee",-449600,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Park District IGA - Kilbourn Park greenhouse,-4800,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Pedestrian refuge island - 3832 N Cicero,-135000,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Professional services,-84900,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Sidewalk/curb/gutter - Long Av / Irving Pk Rd,-25000,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-921000,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,Pedestrian countdown signals - Ashland/Madison,-8800,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Protected bike lanes,-185000,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,"Streetscape - Western, VanBuren to Monroe",-688300,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Streetscape - Western, Lake to Monroe",-432100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Streetscape - Damen, Van Buren to Madison",-2912800,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-500800,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Resurfacing - Washington, Damen to Western",-35700,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Pedestrian refuge islands - 5200 W Lawrence,-70100,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,RA - Rush University Medical Center,-7700,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Professional services,-71700,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,RA - Viceroy Hotel,-98400,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-319300,09/09/1998,09/09/2021
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,TIF Works,-175000,09/09/1998,09/09/2021
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Traffic signal - Long/Lawrence,-22200,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,"Resurfacing - Rundell, Aberdeen to Racine",-38800,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Resurfacing - Morgan, Madison to Tilden; Laflin, Madison to VanBuren",-535100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Resurfacing - Congress, Ashland to Damen",-37600,02/16/2000,12/31/2024
T-058,Portage Park,Fund / Project Balances,Current Obligations,"Traffic signals - Addison, Kilbourn/Kilpatrick",-10800,09/09/1998,09/09/2021
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Viaduct lighting - 400 W Cermak,-88000,06/10/1998,12/31/2022
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Lighting - Cornell, 75th to 76th",-22000,10/07/1998,10/07/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,Street improvements - Six Corners,-661400,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,ADA ramps - multiple locations,-1700,02/16/2000,12/31/2024
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,RA - ACRE Development,-219600,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Ramova Theater - building repairs,-64200,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"Resurfacing - Benson, 38th Pl to 37th Pl",-256900,01/14/1997,12/31/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,ADA ramps - multiple locations,-206500,10/07/1998,10/07/2021
T-086,Central West,Fund / Project Balances,Current Obligations,CTA IGA - Blue Line - IMD Station - station improvements,-2954500,02/16/2000,12/31/2024
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Lighting - Constance Av, 75th to 77th; Bennet Av, 76th to 77th",-24600,10/07/1998,10/07/2021
T-086,Central West,Fund / Project Balances,Current Obligations,Library repairs - Mable Manning,-228000,02/16/2000,12/31/2024
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,MSAC program costs,-3200,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,Professional services,-51700,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,Property management costs,-2600,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,RA - Montclare Sr - Avalon Park,-40700,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Resurfacing - E 76th, 1600-1700, 1825 to 2000",-228500,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Sidewalk/lighting - 7300 S Stony Island; 75th, Jeffery to Stony Island",-77600,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,Street construction - 77th/Avalon,-57900,10/07/1998,10/07/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,ICC Railroad Interconnect Project,-60000,10/07/1998,10/07/2021
T-086,Central West,Fund / Project Balances,Current Obligations,MSAC program costs,-1600,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Fire Station repairs - Engine Co. 108,-158800,09/09/1998,09/09/2021
T-058,Portage Park,Fund / Project Balances,Current Obligations,"Viaduct improvements - Irving, Kilpatrick to Kolmar",-2200,09/09/1998,09/09/2021
T-010,126th and Torrence,Fund / Project Balances,Current Obligations,RA - Chicago Manufacturing Campus (Ford),-182400,12/21/1994,12/21/2017
T-010,126th and Torrence,Fund / Project Balances,Current Obligations,RA - Chicago Manufacturing Campus (CMC),-833900,12/21/1994,12/21/2017
T-010,126th and Torrence,Fund / Project Balances,Current Obligations,Professional services,-6800,12/21/1994,12/21/2017
T-086,Central West,Fund / Project Balances,Current Obligations,Park District IGA - Union Park fieldhouse,-384200,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,CPS IGA - ADA Ph1 - Cregier,-292300,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-419900,02/16/2000,12/31/2024
T-058,Portage Park,Fund / Project Balances,Current Obligations,TIF Works,-174100,09/09/1998,09/09/2021
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Throop, VanBuren to Adams",-22900,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Sangamon, Jackson to I-290",-19600,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Paulina, Adams to VanBuren; Jackson, Paulina to Ashland",-91100,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Monroe, Racine to Loomis",-700,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,"Lighting - Jackson & VanBuren, Loomis to Racine",-47000,02/16/2000,12/31/2024
T-059,Calumet Avenue/Cermak Road,Fund / Project Balances,Current Obligations,Professional services,-10600,07/29/1998,07/29/2021
T-010,126th and Torrence,Fund / Project Balances,Current Obligations,Bridge repairs - Carondolet Av,-399500,12/21/1994,12/21/2017
T-086,Central West,Fund / Project Balances,Current Obligations,Park District IGA - Starr Park,-97000,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Fullerton, Kimball to Milwaukee",-398500,02/16/2000,12/31/2024
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RA - Shops & Lofts at 47th (Commercial),-159400,07/08/1998,12/31/2022
