TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Professional services,-41500,06/10/1998,12/31/2034
T-086,Central West,Fund / Project Balances,Current Obligations,"Traffic signal - Ashland, Harrison to Washington",-3000000,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Logan Plaza construction,-759000,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,"Lighting - Armitage, Lawndale to Kimball",-3700,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,RA - Greenwood Associates LLC,-377400,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Centennial Monument - bench replacement,-69900,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Resurfacing - Clyde, 87th to 89th St",-52400,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,"Alley reconstruction - btwn Davlin Ct & Springfield Av, north of Milwaukee Av; 3140 N Davlin",-5500,02/16/2000,12/31/2024
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Fire Station repairs - Engine Co. 45,-1150900,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,King Community Center repairs,-1075000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Professional services,-4700,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RA - Hearts United II LP,-22200,07/08/1998,12/31/2022
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Traffic signal,-72700,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,"Green alley - Belmont, Springfield to Harding",-3900,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Pedestrian countdown signals - Armitage/Kedzie,-7700,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Underground storage tank removal - 8002 S Stony Island,-53100,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Protected bike lanes,-2400,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Program administration,-9100,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Professional services,-28200,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,TIF Works,-53000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Property management costs,-2500,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Pedestrian refuge - 3265 Fullerton,-3000,02/16/2000,12/31/2024
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RA - Shops & Lofts at 47th (Residential),-1263300,07/08/1998,12/31/2022
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,MSAC program costs,-1800,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Sidewalks - Stony Island, 90th to 91st; 99th, Cottage Grove to Ellis",-193600,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Sidewalks - Greenwood, 97th to 98th; 98th, Greenwood to University",-15100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Sidewalks - 8800 Stony Island,-17700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Sidewalks - 8000-8200 S Stony Island,-178900,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Resurfacing/sidewalks - 99th, Cottage Grove to Dobson",-41200,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-498300,06/10/1998,12/31/2034
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,TIF Works,-52100,02/16/2000,12/31/2024
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RA - Hearts United III LP,-49600,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Public plaza - 79th/Halsted,-31700,07/08/1998,07/08/2021
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Resurfacing of City owned lots - 1243 W 79th St,-2400,07/08/1998,07/08/2021
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-1190200,02/16/2000,12/31/2024
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-741700,07/08/1998,07/08/2021
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Professional services,-800,07/08/1998,07/08/2021
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,"Streetscape - Fullerton, Kimball to Sacramento",-51900,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,RA - Footwear Factory / Florsheim Lofts,-502800,02/16/2000,12/31/2024
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-5400,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-60900,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Professional services,-1800,01/14/1997,12/31/2021
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Property management costs,-41400,01/14/1997,12/31/2021
T-086,Central West,Fund / Project Balances,Current Obligations,West Loop parking study,-900,02/16/2000,12/31/2024
T-086,Central West,Fund / Project Balances,Current Obligations,Vaulted sidewalks - Ashalnd/Ogden/Monroe,-16600,02/16/2000,12/31/2024
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,TIF Works,-164900,07/08/1998,07/08/2021
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Acquisition costs,-240000,07/08/1998,07/08/2021
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Park District IGA - Lorraine Dixon Park,-169500,06/10/1998,12/31/2034
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-750000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-428300,07/08/1998,12/31/2022
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Lighting - 8900 to 9100 S Woodlawn Av,-50600,06/10/1998,12/31/2034
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Property management costs,-34700,07/08/1998,07/08/2021
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,TIF Works,-200000,07/08/1998,12/31/2022
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Logan Square Traffic & Open Space Transportation Planning Study,-400000,02/16/2000,12/31/2024
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Racine, 74th to 80th",-100900,07/08/1998,07/08/2021
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-7800,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Industrial Growth Zone,-465700,06/10/1998,12/31/2034
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Englewood Trails feasibility study,-17500,06/27/2001,12/31/2025
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,Program administration,-9100,12/13/2000,12/31/2024
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-118100,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-1800,06/27/2001,12/31/2025
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,Library - Edgewater,-540900,11/07/2007,12/31/2031
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Purchase Rehab Program - MF,-1000000,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Englewood Plaza,-200,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,"Resurfacing - Division, Austin to Western",-863200,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-59100,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Street reconstruction - Grand,-1766400,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,TIF Works,-31800,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Professional services,-89300,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Resurfacing/sidewalk/curb/gutter - multiple locations in Ward 20,-373000,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Make Way For People,-6700,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-278700,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Professional services,-26100,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Property management costs,-4500,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Protected bike lanes,-25000,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing - 57th St, Sangamon to Peoria",-3000,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing - 61st, Racine to May",-500,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Resurfacing - multiple locations in Ward 20,-196300,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing - Peroria, Union, 64th",-246400,06/27/2001,12/31/2025
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,48th Ward Retail Corridor Study,-200,11/07/2007,12/31/2031
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing/curb/gutter/sidewalk - 57th St, multiple locations",-457400,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - Racine, 55th to 63rd",-848200,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-750000,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Sidewalk/curb/gutter - along Sangamon, Peoria, 62nd, Green, Emerald",-478500,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Sidewalk/curb/gutter/driveway - Yale, 64th to 63rd",-79200,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Sidewalks - 60th Pl, 61st, Stewart, Normal",-49300,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - Halsted, 55th to 62nd",-900,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - Green, Peoria, Sangamon, May, Carpenter, and Aberdeen",-403900,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - 59th, Ashland to Green",-100400,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,TIF Works,-175000,06/27/2001,12/31/2025
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,Park District IGA - Buttercup Park,-30700,11/07/2007,12/31/2031
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Resurfacing - Sangamon, Peoria, 63rd & 64th",-4800,06/27/2001,12/31/2025
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Program administration,-9100,08/30/2000,12/31/2024
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-300000,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Vaulted sidewalk - 2876 S Archer,-10500,02/11/2009,12/31/2033
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,TIF Works,-204700,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"Resurfacing - Maxwell, Jefferson to Clinton",-53700,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"Resurfacing - Jefferson, 15th to Maxwell",-31000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,RA - Home Depot,-200700,08/30/2000,12/31/2024
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,Street Improvements - 130th/Torrence,-100,12/13/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Protected bike lanes,-31300,08/30/2000,12/31/2024
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-800,02/11/2009,12/31/2033
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Professional services,-19900,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"New traffic conversion - Clinton, Roosevelt to Taylor",-118400,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,New Maxwell Street Market,-138800,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"Maxwell Street streetscape - Desplaines, Harrison to Roosevelt",-142700,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Lighting improvements - Ward 2,-68500,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"Infrastructure - Roosevelt Road, Canal to Dan Ryan",-159600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Protected Bikeways Program,-8000,08/30/2000,12/31/2024
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,TIF Works,-50000,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,Green alley - Grenshaw/ Roosevelt/ Keeler/ Kildare,-98500,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,"Lighting - Cullerton, Pulaski to Keeler",-58900,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,"Lighting - Komensky, Roosevelt to 19th",-81100,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,"Lighting - Ridgeway, 16th to Ogden",-28400,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-36700,04/09/2008,12/31/2032
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,Professional services,-9900,04/09/2008,12/31/2032
T-163,Archer/Western,Fund / Project Balances,Current Obligations,"Sidewalk/ADA/crub/gutter - 32nd St, Ashland to Alley West",-12600,02/11/2009,12/31/2033
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-592500,04/09/2008,12/31/2032
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Professional and technical services,-6900,02/11/2009,12/31/2033
